gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedPoints,shorthandedGoals,opponentAbbrev,pim,toi,season
2025020876,BUF,R,2026-02-02,1,0,{'default': 'Sabres'},{'default': 'Panthers'},1,1,0,0,0,0,2,18,0,0,FLA,0,14:10,2025
2025020865,BUF,H,2026-01-31,0,0,{'default': 'Sabres'},{'default': 'Canadiens'},0,0,0,0,0,0,2,26,0,0,MTL,0,20:45,2025
2025020844,BUF,H,2026-01-29,0,1,{'default': 'Sabres'},{'default': 'Kings'},1,1,0,0,0,0,2,23,0,0,LAK,0,18:26,2025
2025020831,BUF,R,2026-01-27,0,0,{'default': 'Sabres'},{'default': 'Maple Leafs'},0,1,0,0,0,0,0,21,0,0,TOR,0,17:02,2025
2025020810,BUF,R,2026-01-24,0,1,{'default': 'Sabres'},{'default': 'Islanders'},1,1,0,0,0,0,0,23,0,0,NYI,2,17:32,2025
2025020795,BUF,R,2026-01-22,1,0,{'default': 'Sabres'},{'default': 'Canadiens'},1,1,0,0,1,0,2,16,0,0,MTL,0,10:47,2025
2025020784,BUF,R,2026-01-20,0,0,{'default': 'Sabres'},{'default': 'Predators'},0,3,0,0,0,0,2,18,0,0,NSH,0,15:32,2025
2025020770,BUF,R,2026-01-19,0,0,{'default': 'Sabres'},{'default': 'Hurricanes'},0,0,0,0,0,0,1,20,0,0,CAR,0,17:07,2025
2025020754,BUF,H,2026-01-17,0,0,{'default': 'Sabres'},{'default': 'Wild'},0,0,0,0,0,0,1,21,0,0,MIN,0,16:31,2025
2025020740,BUF,H,2026-01-15,0,1,{'default': 'Sabres'},{'default': 'Canadiens'},1,1,0,0,0,0,2,24,0,0,MTL,2,16:06,2025
2025020736,BUF,H,2026-01-14,0,1,{'default': 'Sabres'},{'default': 'Flyers'},1,0,0,0,0,0,0,25,0,0,PHI,2,17:26,2025
2025020716,BUF,H,2026-01-12,1,0,{'default': 'Sabres'},{'default': 'Panthers'},1,2,0,0,0,0,1,24,0,0,FLA,0,18:17,2025
2025020701,BUF,H,2026-01-10,0,2,{'default': 'Sabres'},{'default': 'Ducks'},2,0,0,0,0,0,5,20,0,0,ANA,0,13:51,2025
2025020685,BUF,R,2026-01-08,0,0,{'default': 'Sabres'},{'default': 'Rangers'},0,0,0,0,0,0,1,19,0,0,NYR,0,16:04,2025
2025020667,BUF,H,2026-01-06,0,0,{'default': 'Sabres'},{'default': 'Canucks'},0,-1,0,0,0,0,2,17,0,0,VAN,0,12:52,2025
2025020646,BUF,R,2026-01-03,0,0,{'default': 'Sabres'},{'default': 'Blue Jackets'},0,-1,0,0,0,0,3,20,0,0,CBJ,2,16:39,2025
2025020628,BUF,R,2025-12-31,0,0,{'default': 'Sabres'},{'default': 'Stars'},0,1,0,0,0,0,1,19,0,0,DAL,0,16:11,2025
2025020610,BUF,R,2025-12-29,1,0,{'default': 'Sabres'},{'default': 'Blues'},1,1,0,0,1,0,5,16,0,0,STL,0,15:39,2025
2025020589,BUF,H,2025-12-27,0,0,{'default': 'Sabres'},{'default': 'Bruins'},0,1,0,0,0,0,0,19,0,0,BOS,0,14:28,2025
2025020578,BUF,R,2025-12-23,0,0,{'default': 'Sabres'},"{'default': 'Senators', 'fr': 'Sénateurs'}",0,0,0,0,0,0,2,21,0,0,OTT,2,12:24,2025
2025020565,BUF,R,2025-12-21,1,0,{'default': 'Sabres'},{'default': 'Devils'},1,1,0,0,1,0,1,18,0,0,NJD,2,13:05,2025
