gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedPoints,shorthandedGoals,opponentAbbrev,pim,toi,season
2025020896,MIN,R,2026-02-04,1,0,{'default': 'Wild'},{'default': 'Predators'},1,2,0,0,0,0,5,20,0,0,NSH,0,15:43,2025
2025020879,MIN,H,2026-02-02,0,0,{'default': 'Wild'},{'default': 'Canadiens'},0,-1,0,0,0,0,2,16,0,0,MTL,0,15:13,2025
2025020871,MIN,R,2026-01-31,1,0,{'default': 'Wild'},{'default': 'Oilers'},1,-1,0,0,0,0,1,15,0,0,EDM,0,14:22,2025
2025020853,MIN,H,2026-01-29,0,1,{'default': 'Wild'},{'default': 'Flames'},1,1,0,0,0,0,1,18,0,0,CGY,0,13:26,2025
2025020837,MIN,H,2026-01-27,0,0,{'default': 'Wild'},{'default': 'Blackhawks'},0,-1,0,0,0,0,3,15,0,0,CHI,0,13:07,2025
2025020817,MIN,H,2026-01-24,0,0,{'default': 'Wild'},{'default': 'Panthers'},0,0,0,0,0,0,2,16,0,0,FLA,0,14:10,2025
2025020801,MIN,H,2026-01-22,0,0,{'default': 'Wild'},{'default': 'Red Wings'},0,-1,0,0,0,0,3,20,0,0,DET,0,17:59,2025
2025020780,MIN,R,2026-01-20,2,0,{'default': 'Wild'},{'default': 'Canadiens'},2,-2,2,2,0,0,3,18,0,0,MTL,0,15:46,2025
2025020774,MIN,R,2026-01-19,2,1,{'default': 'Wild'},{'default': 'Maple Leafs'},3,2,1,1,1,0,4,17,0,0,TOR,2,16:15,2025
2025020754,MIN,R,2026-01-17,1,1,{'default': 'Wild'},{'default': 'Sabres'},2,2,0,0,0,0,5,19,0,0,BUF,0,15:55,2025
2025020744,MIN,H,2026-01-15,0,1,{'default': 'Wild'},{'default': 'Jets'},1,0,0,0,0,0,3,16,0,0,WPG,0,13:52,2025
