gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedGoals,shorthandedPoints,pim,opponentAbbrev,toi,season
2025021042,EDM,R,2026-03-13,0,0,{'default': 'Oilers'},{'default': 'Blues'},0,1,0,0,0,0,2,24,0,0,2,STL,24:11,2025
2025021034,EDM,R,2026-03-12,0,0,{'default': 'Oilers'},{'default': 'Stars'},0,-3,0,0,0,0,6,19,0,0,0,DAL,17:57,2025
2025021023,EDM,R,2026-03-10,0,1,{'default': 'Oilers'},{'default': 'Avalanche'},1,1,0,0,0,0,0,22,0,0,0,COL,21:02,2025
2025021007,EDM,R,2026-03-08,0,0,{'default': 'Oilers'},{'default': 'Golden Knights'},0,-1,0,0,0,0,1,22,0,0,0,VGK,18:33,2025
2025020986,EDM,H,2026-03-06,2,0,{'default': 'Oilers'},{'default': 'Hurricanes'},2,0,1,1,0,0,2,21,0,0,2,CAR,19:53,2025
2025020966,EDM,H,2026-03-03,1,0,{'default': 'Oilers'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1,0,0,0,0,0,5,25,0,0,0,OTT,22:51,2025
2025020936,EDM,R,2026-02-28,0,0,{'default': 'Oilers'},{'default': 'Sharks'},0,-2,0,0,0,0,1,23,0,0,0,SJS,20:57,2025
2025020929,EDM,R,2026-02-26,1,2,{'default': 'Oilers'},{'default': 'Kings'},3,1,1,1,0,0,3,22,0,0,0,LAK,17:35,2025
2025020917,EDM,R,2026-02-25,1,0,{'default': 'Oilers'},{'default': 'Ducks'},1,1,0,0,0,0,3,23,0,0,0,ANA,22:17,2025
2025020900,EDM,R,2026-02-04,0,0,{'default': 'Oilers'},{'default': 'Flames'},0,-1,0,0,0,0,2,20,0,0,0,CGY,23:41,2025
2025020891,EDM,H,2026-02-03,0,0,{'default': 'Oilers'},{'default': 'Maple Leafs'},0,-1,0,0,0,0,1,20,0,0,0,TOR,18:07,2025
