gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedPoints,shorthandedGoals,opponentAbbrev,pim,toi,season
2025020574,CBJ,R,2025-12-22,0,0,{'default': 'Blue Jackets'},{'default': 'Kings'},0,-1,0,0,0,0,0,9,0,0,LAK,0,6:22,2025
2025020560,CBJ,R,2025-12-20,0,0,{'default': 'Blue Jackets'},{'default': 'Ducks'},0,-1,0,0,0,0,1,11,0,0,ANA,0,7:56,2025
2025020471,CBJ,R,2025-12-09,0,0,{'default': 'Blue Jackets'},{'default': 'Hurricanes'},0,-1,0,0,0,0,1,12,0,0,CAR,2,9:09,2025
2025020459,CBJ,R,2025-12-07,0,0,{'default': 'Blue Jackets'},{'default': 'Capitals'},0,0,0,0,0,0,2,13,0,0,WSH,0,9:07,2025
2025020442,CBJ,R,2025-12-06,0,0,{'default': 'Blue Jackets'},{'default': 'Panthers'},0,0,0,0,0,0,0,12,0,0,FLA,0,7:23,2025
2025020432,CBJ,H,2025-12-04,0,0,{'default': 'Blue Jackets'},{'default': 'Red Wings'},0,1,0,0,0,0,1,10,0,0,DET,0,7:04,2025
2025020319,CBJ,R,2025-11-20,0,0,{'default': 'Blue Jackets'},{'default': 'Maple Leafs'},0,0,0,0,0,0,1,12,0,0,TOR,0,8:59,2025
2025020311,CBJ,R,2025-11-18,0,0,{'default': 'Blue Jackets'},{'default': 'Jets'},0,0,0,0,0,0,0,13,0,0,WPG,2,9:39,2025
2025020290,CBJ,H,2025-11-15,0,0,{'default': 'Blue Jackets'},{'default': 'Rangers'},0,0,0,0,0,0,0,10,0,0,NYR,0,8:33,2025
2025020274,CBJ,H,2025-11-13,0,1,{'default': 'Blue Jackets'},{'default': 'Oilers'},1,0,0,0,0,0,3,14,0,0,EDM,0,11:29,2025
2025020264,CBJ,R,2025-11-11,0,0,{'default': 'Blue Jackets'},{'default': 'Kraken'},0,0,0,0,0,0,1,13,0,0,SEA,0,11:40,2025
2025020254,CBJ,R,2025-11-10,0,0,{'default': 'Blue Jackets'},{'default': 'Oilers'},0,0,0,0,0,0,0,12,0,0,EDM,0,8:17,2025
2025020241,CBJ,R,2025-11-08,0,0,{'default': 'Blue Jackets'},{'default': 'Canucks'},0,0,0,0,0,0,1,12,0,0,VAN,0,8:26,2025
2024020882,CBJ,H,2025-02-08,0,0,{'default': 'Blue Jackets'},{'default': 'Rangers'},0,-1,0,0,0,0,2,21,0,0,NYR,0,11:14,2024
2024020865,CBJ,H,2025-02-06,0,0,{'default': 'Blue Jackets'},"{'default': 'Utah Hockey Club', 'fr': ""Club de hockey de l'Utah""}",0,-1,0,0,0,0,1,20,0,0,UTA,0,15:03,2024
2024020846,CBJ,R,2025-02-04,0,1,{'default': 'Blue Jackets'},{'default': 'Sabres'},1,2,0,0,0,0,0,15,0,0,BUF,0,14:38,2024
2024020840,CBJ,R,2025-02-02,0,0,{'default': 'Blue Jackets'},{'default': 'Stars'},0,-1,0,0,0,0,1,17,0,0,DAL,0,13:36,2024
2024020825,CBJ,R,2025-01-31,0,0,{'default': 'Blue Jackets'},"{'default': 'Utah Hockey Club', 'fr': ""Club de hockey de l'Utah""}",0,0,0,0,0,0,1,16,0,0,UTA,0,13:14,2024
2024020820,CBJ,R,2025-01-30,0,0,{'default': 'Blue Jackets'},{'default': 'Golden Knights'},0,0,0,0,0,0,0,16,0,0,VGK,0,13:56,2024
2024020782,CBJ,H,2025-01-25,0,1,{'default': 'Blue Jackets'},{'default': 'Kings'},1,1,0,0,0,0,0,16,0,0,LAK,0,12:53,2024
2024020764,CBJ,R,2025-01-23,0,1,{'default': 'Blue Jackets'},{'default': 'Hurricanes'},1,-1,0,0,0,0,2,22,0,0,CAR,0,15:27,2024
2024020757,CBJ,R,2025-01-22,1,1,{'default': 'Blue Jackets'},{'default': 'Maple Leafs'},2,1,0,0,0,0,3,19,0,0,TOR,0,15:49,2024
2024020745,CBJ,R,2025-01-20,0,0,{'default': 'Blue Jackets'},{'default': 'Islanders'},0,0,0,0,0,0,3,14,0,0,NYI,0,14:31,2024
2024020728,CBJ,R,2025-01-18,0,0,{'default': 'Blue Jackets'},{'default': 'Rangers'},0,0,0,0,0,0,2,17,0,0,NYR,0,14:02,2024
2024020711,CBJ,H,2025-01-16,0,0,{'default': 'Blue Jackets'},{'default': 'Sharks'},0,0,0,0,0,0,0,17,0,0,SJS,0,12:51,2024
2024020698,CBJ,H,2025-01-14,0,0,{'default': 'Blue Jackets'},{'default': 'Flyers'},0,0,0,0,0,0,0,17,0,0,PHI,0,13:49,2024
2024020677,CBJ,R,2025-01-11,0,1,{'default': 'Blue Jackets'},{'default': 'Blues'},1,0,0,1,0,0,1,15,0,0,STL,0,13:59,2024
2024020660,CBJ,H,2025-01-09,1,1,{'default': 'Blue Jackets'},{'default': 'Kraken'},2,2,0,0,0,0,2,15,0,0,SEA,0,11:16,2024
2023021296,CBJ,H,2024-04-16,1,0,{'default': 'Blue Jackets'},{'default': 'Hurricanes'},1,1,0,0,0,0,2,14,0,0,CAR,0,9:35,2023
