gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedPoints,shorthandedGoals,opponentAbbrev,pim,toi,season
2025020870,UTA,H,2026-01-31,0,0,{'default': 'Mammoth'},{'default': 'Stars'},0,-1,0,0,0,0,1,13,0,0,DAL,0,10:57,2025
2025020851,UTA,R,2026-01-29,0,0,{'default': 'Mammoth'},{'default': 'Hurricanes'},0,1,0,0,0,0,2,17,0,0,CAR,0,12:44,2025
2025020834,UTA,R,2026-01-27,0,0,{'default': 'Mammoth'},{'default': 'Panthers'},0,-1,0,0,0,0,3,15,0,0,FLA,0,11:42,2025
2025020825,UTA,R,2026-01-26,0,0,{'default': 'Mammoth'},{'default': 'Lightning'},0,0,0,0,0,0,2,16,0,0,TBL,0,12:50,2025
2025020811,UTA,R,2026-01-24,0,0,{'default': 'Mammoth'},{'default': 'Predators'},0,-1,0,0,0,0,0,17,0,0,NSH,0,11:51,2025
2025020790,UTA,H,2026-01-21,0,1,{'default': 'Mammoth'},{'default': 'Flyers'},1,1,0,0,0,0,0,16,0,0,PHI,0,11:26,2025
2025020757,UTA,H,2026-01-17,0,0,{'default': 'Mammoth'},{'default': 'Kraken'},0,-1,0,0,0,0,1,19,0,0,SEA,0,13:05,2025
2025020746,UTA,H,2026-01-15,0,0,{'default': 'Mammoth'},{'default': 'Stars'},0,0,0,0,0,0,2,19,0,0,DAL,0,14:11,2025
2025020733,UTA,H,2026-01-13,1,1,{'default': 'Mammoth'},{'default': 'Maple Leafs'},2,2,0,0,0,0,2,18,0,0,TOR,0,12:14,2025
2025020714,UTA,H,2026-01-11,0,0,{'default': 'Mammoth'},{'default': 'Blue Jackets'},0,1,0,0,0,0,1,23,0,0,CBJ,2,12:44,2025
2025020696,UTA,H,2026-01-09,0,0,{'default': 'Mammoth'},{'default': 'Blues'},0,-1,0,0,0,0,0,14,0,0,STL,0,11:07,2025
2025020680,UTA,H,2026-01-07,1,0,{'default': 'Mammoth'},"{'default': 'Senators', 'fr': 'Sénateurs'}",1,1,0,0,0,0,2,16,0,0,OTT,0,13:32,2025
2025020662,UTA,R,2026-01-05,0,0,{'default': 'Mammoth'},{'default': 'Rangers'},0,1,0,0,0,0,0,17,0,0,NYR,2,13:56,2025
2025020645,UTA,R,2026-01-03,0,0,{'default': 'Mammoth'},{'default': 'Devils'},0,0,0,0,0,0,2,18,0,0,NJD,0,13:18,2025
2025020633,UTA,R,2026-01-01,0,0,{'default': 'Mammoth'},{'default': 'Islanders'},0,0,0,0,0,0,0,15,0,0,NYI,0,14:27,2025
2025020612,UTA,H,2025-12-29,0,0,{'default': 'Mammoth'},{'default': 'Predators'},0,-1,0,0,0,0,0,19,0,0,NSH,0,12:29,2025
2025020584,UTA,R,2025-12-23,0,0,{'default': 'Mammoth'},{'default': 'Avalanche'},0,0,0,0,0,0,2,18,0,0,COL,0,14:55,2025
2025020569,UTA,H,2025-12-21,0,0,{'default': 'Mammoth'},{'default': 'Jets'},0,0,0,0,0,0,3,16,0,0,WPG,0,11:45,2025
2025020547,UTA,H,2025-12-19,1,0,{'default': 'Mammoth'},{'default': 'Devils'},1,0,1,1,0,0,2,17,0,0,NJD,2,14:06,2025
2025020530,UTA,R,2025-12-17,0,0,{'default': 'Mammoth'},{'default': 'Red Wings'},0,1,0,0,0,0,3,20,0,0,DET,0,13:29,2025
2025020519,UTA,R,2025-12-16,0,1,{'default': 'Mammoth'},{'default': 'Bruins'},1,-1,0,1,0,0,2,17,0,0,BOS,0,13:10,2025
2025020509,UTA,R,2025-12-14,0,1,{'default': 'Mammoth'},{'default': 'Penguins'},1,0,0,1,0,0,1,15,0,0,PIT,0,10:45,2025
2025020494,UTA,H,2025-12-12,0,0,{'default': 'Mammoth'},{'default': 'Kraken'},0,0,0,0,0,0,1,14,0,0,SEA,0,11:47,2025
2025020478,UTA,H,2025-12-10,0,0,{'default': 'Mammoth'},{'default': 'Panthers'},0,1,0,0,0,0,2,16,0,0,FLA,0,10:41,2025
2025020462,UTA,H,2025-12-08,0,0,{'default': 'Mammoth'},{'default': 'Kings'},0,-1,0,0,0,0,3,17,0,0,LAK,2,12:16,2025
2025020448,UTA,R,2025-12-06,0,0,{'default': 'Mammoth'},{'default': 'Flames'},0,0,0,0,0,0,2,15,0,0,CGY,0,13:25,2025
2025020439,UTA,R,2025-12-05,0,0,{'default': 'Mammoth'},{'default': 'Canucks'},0,0,0,0,0,0,2,14,0,0,VAN,0,11:57,2025
2025020424,UTA,R,2025-12-03,0,0,{'default': 'Mammoth'},{'default': 'Ducks'},0,1,0,0,0,0,2,18,0,0,ANA,0,11:40,2025
