gameId,teamAbbrev,homeRoadFlag,gameDate,goals,assists,commonName,opponentCommonName,points,plusMinus,powerPlayGoals,powerPlayPoints,gameWinningGoals,otGoals,shots,shifts,shorthandedPoints,shorthandedGoals,opponentAbbrev,pim,toi,season
2025020508,NJD,H,2025-12-14,0,0,{'default': 'Devils'},{'default': 'Canucks'},0,0,0,0,0,0,0,18,0,0,VAN,0,14:51,2025
2025020495,NJD,H,2025-12-13,0,0,{'default': 'Devils'},{'default': 'Ducks'},0,1,0,0,0,0,1,19,0,0,ANA,0,13:03,2025
2025020443,NJD,R,2025-12-06,0,0,{'default': 'Devils'},{'default': 'Bruins'},0,-1,0,0,0,0,1,18,0,0,BOS,2,13:29,2025
2025020421,NJD,H,2025-12-03,0,0,{'default': 'Devils'},{'default': 'Stars'},0,-1,0,0,0,0,1,16,0,0,DAL,0,13:03,2025
2025020406,NJD,H,2025-12-01,0,0,{'default': 'Devils'},{'default': 'Blue Jackets'},0,-1,0,0,0,0,1,25,0,0,CBJ,0,18:06,2025
2025020339,NJD,R,2025-11-22,0,0,{'default': 'Devils'},{'default': 'Flyers'},0,-1,0,0,0,0,0,19,0,0,PHI,0,15:08,2025
2025020323,NJD,R,2025-11-20,0,0,{'default': 'Devils'},{'default': 'Panthers'},0,0,0,0,0,0,1,17,0,0,FLA,0,15:52,2025
2025020309,NJD,R,2025-11-18,0,0,{'default': 'Devils'},{'default': 'Lightning'},0,-1,0,0,0,0,0,17,0,0,TBL,0,13:18,2025
2025020288,NJD,R,2025-11-15,0,0,{'default': 'Devils'},{'default': 'Capitals'},0,0,0,0,0,0,1,20,0,0,WSH,0,14:42,2025
2025020268,NJD,R,2025-11-12,0,0,{'default': 'Devils'},{'default': 'Blackhawks'},0,0,0,0,0,0,3,15,0,0,CHI,0,12:37,2025
2025020252,NJD,H,2025-11-10,0,0,{'default': 'Devils'},{'default': 'Islanders'},0,0,0,0,0,0,0,18,0,0,NYI,0,13:39,2025
2025020231,NJD,H,2025-11-08,0,0,{'default': 'Devils'},{'default': 'Penguins'},0,-1,0,0,0,0,0,21,0,0,PIT,0,13:15,2025
2025020220,NJD,H,2025-11-06,0,0,{'default': 'Devils'},{'default': 'Canadiens'},0,-1,0,0,0,0,0,17,0,0,MTL,0,14:41,2025
2025020197,NJD,R,2025-11-02,0,0,{'default': 'Devils'},{'default': 'Ducks'},0,-1,0,0,0,0,1,20,0,0,ANA,0,17:19,2025
2025020191,NJD,R,2025-11-01,0,1,{'default': 'Devils'},{'default': 'Kings'},1,2,0,0,0,0,0,16,0,0,LAK,0,13:53,2025
2024021303,NJD,H,2025-04-16,0,0,{'default': 'Devils'},{'default': 'Red Wings'},0,-3,0,0,0,0,2,21,0,0,DET,0,14:05,2024
2024021156,NJD,R,2025-03-28,0,0,{'default': 'Devils'},{'default': 'Jets'},0,0,0,0,0,0,0,20,0,0,WPG,0,15:17,2024
2024021125,NJD,H,2025-03-24,0,0,{'default': 'Devils'},{'default': 'Canucks'},0,0,0,0,0,0,0,20,0,0,VAN,0,15:59,2024
2024021113,NJD,H,2025-03-22,0,0,{'default': 'Devils'},"{'default': 'Senators', 'fr': 'Sénateurs'}",0,1,0,0,0,0,1,21,0,0,OTT,0,15:39,2024
